title,url,price,avg_review,num_reviews,desc_text,desc_list,prod_category
2Pcs Kids Baby Girl Boy Winter Knit Bobble Warm Hat Neck Warmer Infant Cap,https://www.walmart.com/ip/2Pcs-Kids-Baby-Girl-Boy-Winter-Knit-Bobble-Warm-Hat-Neck-Warmer-Infant-Cap/618285364,10.99,,0,,,Clothing
Casio Men's Solar Sport Combination Black and Gunmetal Watch AQS810W-1A4V,https://www.walmart.com/ip/Casio-Men-s-Solar-Sport-Combination-Black-and-Gunmetal-Watch-AQS810W-1A4V/55605350?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:lfJGvXVQ4a-j-Wi2Mh8O3fXVgs5Qvj0BLLjqCzSTOCtIYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUA2o9lUYyirhfgzI38nWhsKwyaLrAaW2exCEHiKnh_hIF5x5SHyOI0e4tHrIAU7mCX7VxI8Xm5D7-7OYkcHTX7qNcc9fJjNAli2n-SIRCnv734t1OCtD9WKsGqRyfP49k9w&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=4&wpa_plmt=__plmt__&wpa_aduid=__aduid__,35.20,4.2,77,,,Jewelry
Clark's Desert Bt Boy INF Cobalt 26104828 Pre-School,https://www.walmart.com/ip/Clark-s-Desert-Bt-Boy-INF-Cobalt-26104828-Pre-School/798855612,33.00,,0,"C. & J. Clark International Ltd, trading as Clarks, is a British-based, international shoe manufacturer and retailer. It was founded in 1825 by brothers Cyrus and James Clark in Street, Somerset, England","Gender: Pre-School,Product Name: Desert Bt Boy INF,Color: Cobalt,Style Number: 26104828",
Movado Unisex Bold Mid-Sized Chronograph Quartz 38mm Watch 3600357,https://www.walmart.com/ip/Movado-Unisex-Bold-Mid-Sized-Chronograph-Quartz-38mm-Watch-3600357/189108941,507.60,3.0,2,,,Jewelry
Wood Sunglasses Real Wooden Vintage Bamboo lightweight Polarized Lenses Sunglass for Men Women Eyewear - Blue,https://www.walmart.com/ip/Wood-Sunglasses-Real-Wooden-Vintage-Bamboo-lightweight-Polarized-Lenses-Sunglass-for-Men-Women-Eyewear-Blue/722927149,23.98,,0,,,Clothing
1PCS Head Face Neck Gaiter Tube Bandana Scarf Dustproof Outdoor Sports（White),https://www.walmart.com/ip/1PCS-Head-Face-Neck-Gaiter-Tube-Bandana-Scarf-Dustproof-Outdoor-Sports-White/219270168,6.56,2.1,65,,,Clothing
"Rockland Melbourne 20"" Hardside Expandable Carry On Luggage",https://www.walmart.com/ip/Rockland-Melbourne-20-Hardside-Expandable-Carry-On-Luggage/47090659,58.95,4.7,11,,,Clothing
3Pcs 20/24/28 Luggage Travel Set Bag TSA Lock Trolley Carry On Suitcase Pink,https://www.walmart.com/ip/3Pcs-20-24-28-Luggage-Travel-Set-Bag-TSA-Lock-Trolley-Carry-On-Suitcase-Pink/815432170,85.12,3.5,16,,,Clothing
Zimtown 3 Piece Nested Spinner Suitcase Luggage Set With TSA Lock Black,https://www.walmart.com/ip/Zimtown-3-Piece-Nested-Spinner-Suitcase-Luggage-Set-With-TSA-Lock-Black/949499746,81.99,4.1,20,,,Clothing
FUNKO POCKET POP! KEYCHAIN: HORROR - CHUCKY,https://www.walmart.com/ip/FUNKO-POCKET-POP-KEYCHAIN-HORROR-CHUCKY/47458915,8.44,,0,FUNKO POCKET POP! KEYCHAIN: HORROR - CHUCKY,,Toys
Leather Coin Purse Wallet Metal Spring Closure With Key Chain Loop Inside NEW,https://www.walmart.com/ip/Leather-Coin-Purse-Wallet-Metal-Spring-Closure-With-Key-Chain-Loop-Inside-NEW/369310566?wpa_bd=&wpa_pg_seller_id=6ED6480FF7CB494FB83366D7D826D993&wpa_ref_id=wpaqs:q46hipF2MKvsDZjSmY7evNWppYU61_tO7PyYnOFfpTFleUjmOKKe22Kmi0xzkprRXAiQF-PzsLhl6wVkOo6gFLXrYj8VXQruOttCwQcnmlfoJl12RwB0T6HVuhOBgFci3aFZCMVRxXNGYPCn89XFvToPEZg33dU94g9smImiLmxiwVtIfzI1hYQlh7u9kf5-lNjY_3WoYkVJIUxhnI3EXQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=9&wpa_plmt=__plmt__&wpa_aduid=__aduid__,10.99,,0,,,Clothing
Kate Spade Arlynn Women Sunglasses,https://www.walmart.com/ip/Kate-Spade-Arlynn-Women-Sunglasses/417483465,69.00,,0,,,Clothing
"Nanoblocktime All Rounder Camo Watch, Black",https://www.walmart.com/ip/Nanoblocktime-All-Rounder-Camo-Watch-Black/263504531,59.00,,0,,,Jewelry
"Harley-Davidson Men's Sunglasses, HDX820 GRY-3 57mm",https://www.walmart.com/ip/Harley-Davidson-Men-s-Sunglasses-HDX820-GRY-3-57mm/337248101,34.99,,0,,,Clothing
7.5 Size Saddle Barn Super Rodeo Gloves Deer Skin Bull Riding Right Hand Gold,https://www.walmart.com/ip/7-5-Size-Saddle-Barn-Super-Rodeo-Gloves-Deer-Skin-Bull-Riding-Right-Hand-Gold/747978315,40.95,,0,,,Clothing
NYDJ Plus Size Plus Size Pintuck Blouse Goldenrod Garden,https://www.walmart.com/ip/Natori-Womens-Statement-Side-Support-Bra-Style-746211/210347843?variantFieldId=actual_color,19.99,,0,,,Clothing
"Martex Reusable Reversible Face Mask, Camo Black Navy, L/XL, 3-Pack",https://www.walmart.com/ip/Martex-Reusable-Reversible-Face-Mask-Camo-Black-Navy-L-XL-3-Pack/952043393?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:a-6mN9tvZ8gFmqFrTG8gdrq7hHCFbBcS8aS3fH5uEkwLplYgcLmFSq1q-5BqecwVgQSJ6odAn4kKNkJmVifRIKN2dt9eQb10C3sS4U-ClA7N0vBHwSET-Z6vRVAqwi-KitDTx4Hk3-mn9BV2fxygt1kLam3XYNTd0Vdhzf84xHVjt-aIYE1KO9SDZLW4lQYAzvutgEcxFvKSYet36H1sSQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=1&wpa_plmt=__plmt__&wpa_aduid=__aduid__,9.99,3.5,73,,,Clothing
New Smartclip 431 Womens/Ladies Cat Eye Full-Rim Honey Gold Cat Eye With Polarized Lenses Frame Demo Lenses 53-15-135 Sunglass Lens Clip-Ons Flexible Hinges Eyeglasses/Spectacles,https://www.walmart.com/ip/New-Smartclip-431-Womens-Ladies-Cat-Eye-Full-Rim-Cranberry-With-Polarized-Lenses-Frame-Demo-53-15-135-Sunglass-Lens-Clip-Ons-Spring-Hinges-Eyeglasses/295425884,14.95,,0,,,Clothing
"Martex Reusable Youth Face Mask, Rainbow, 1-Pack",https://www.walmart.com/ip/Martex-Reusable-Youth-Face-Mask-Rainbow-1-Pack/498894079?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:a-6mN9tvZ8gFmqFrTG8gdrq7hHCFbBcS8aS3fH5uEkwLplYgcLmFSq1q-5BqecwVgQSJ6odAn4kKNkJmVifRIMgTFzjp5Ma0PJaSTlLX6vHjuXle-kmpkot1Kpj0Rl1nitDTx4Hk3-mn9BV2fxygt1kLam3XYNTd0Vdhzf84xHVjt-aIYE1KO9SDZLW4lQYAzvutgEcxFvKSYet36H1sSQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=2&wpa_plmt=__plmt__&wpa_aduid=__aduid__,7.99,3.9,46,,,Clothing
New Smartclip 249 Womens/Ladies Designer Full-Rim Gold / Rose Sleek Clipon Lens By Polaroid Frame Demo Lenses 50-18-135 Sunglass Lens Clip-Ons Crystals Flexible Hinges Eyeglasses/Eyewear,https://www.walmart.com/ip/New-Smartclip-249-Womens-Ladies-Designer-Full-Rim-Gold-Rose-Sleek-Clipon-Lens-By-Polaroid-Frame-Demo-Lenses-50-18-135-Sunglass-Clip-Ons-Crystals-Flex/132020745,14.95,,0,,,Clothing
C. Wonder Angelina Vegan Leather Signature Large Tote,https://www.walmart.com/ip/C-Wonder-Angelina-Vegan-Leather-Signature-Large-Tote/324526017?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:nOF2v-OeQJju640LOE5a25zeuGGcsJ5zddIJy7vKpjedR3a1pUd32HLHulnPGEyAgQSJ6odAn4kKNkJmVifRID27lBVO-gCokBvXIOPdij3rAdG4ATEPErKSV65J-cicitDTx4Hk3-mn9BV2fxygt1kLam3XYNTd0Vdhzf84xHXout5xGNjR_lUvt5KHNDeGzvutgEcxFvKSYet36H1sSQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=3&wpa_plmt=__plmt__&wpa_aduid=__aduid__,34.99,4.9,14,,,Clothing
Daisy Rose Checkered Backpack bag - Luxury PU Vegan Leather (Brown),https://www.walmart.com/ip/Daisy-Rose-Checkered-Backpack-bag-Luxury-PU-Vegan-Leather-Brown/941201795?wpa_bd=&wpa_pg_seller_id=15476C2FC9774E2F90084DD32D43BDB4&wpa_ref_id=wpaqs:oEYX_S7C4qIvK0IZ2Sv-XgqNCpQn2bfx5n_RvShEWpn2SAHtL3xwEM7O2DMm2w8chje3nDwjF5-bq0ezhmGg91PeTQnSoXTporEnuVSpWLXa_ey6vVptqpDo_JK6mwMF3aFZCMVRxXNGYPCn89XFvToPEZg33dU94g9smImiLmw-RsxubSKm6pvpPjHiCHQhlNjY_3WoYkVJIUxhnI3EXQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=4&wpa_plmt=__plmt__&wpa_aduid=__aduid__,43.98,3.3,73,,,Clothing
Gant Sun GS7019 Men Sunglasses,https://www.walmart.com/ip/Gant-Sun-GS7019-Men-Sunglasses/174394734,49.00,,0,,,Clothing
Gant GA7088-32R-58 Pilot Mens Gold Frame Green Lens Genuine Polarized Sunglasses,https://www.walmart.com/ip/Gant-GA7088-32R-58-Pilot-Mens-Gold-Frame-Green-Lens-Genuine-Polarized-Sunglasses/569181555,49.00,,0,,,Clothing
Gant GS7015-103G-58 Men’s Trapezium Gold Frame Green Lens Genuine Sunglasses NWT,https://www.walmart.com/ip/Gant-GS7015-103G-58-Men-s-Trapezium-Gold-Frame-Green-Lens-Genuine-Sunglasses-NWT/613458212,40.98,,0,,,Clothing
Sunglasses Gant GA 7060 32N gold / green,https://www.walmart.com/ip/Sunglasses-Gant-GA-7060-32N-gold-green/703551411,37.91,,0,,,Clothing
GANT GA7097-32R-56  Sunglasses Size 56mm 145mm 12mm Green Brand New,https://www.walmart.com/ip/GANT-GA7097-32R-56-Sunglasses-Size-56mm-145mm-12mm-Green-Brand-New/801841184,37.91,,0,,,Clothing
GANT Sunglasses GS 7016 H65 Gold 62MM,https://www.walmart.com/ip/GANT-Sunglasses-GS-7016-H65-Gold-62MM/165041320,62.00,,0,,,Clothing
TMRW STUDIO Antonio Mini Rose Gold,https://www.walmart.com/ip/NYDJ-Blouse-w-Pleated-Back-Avalon-Bloom/394046329?variantFieldId=actual_color,319.00,4.8,545,"Clean lines and supple leather, your style is modern and bold when you carry the magnetic snap leather TMRW STUDIO Antonio Mini handbags with structured handles and detachable, adjustable crossbody strap.Signature logo embossed detail at sides with protective metal foot base. Included zipper pouch.Interior features a back-wall slip pocket.Imported.This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.ours.com for full manufacturer warranty details.Measurements: Bottom Width: 9 in Depth: 4 in Height: 8 12 in Handle Length: 9 in Handle Drop: 2 12 in Weight: 1 lb 3 ozTMRW STUDIO Antonio Mini Rose Gold",,
FDJ French Dressing Jeans Solid Cool Twill Olivia Slim Ankle Buttercup,https://www.walmart.com/ip/SAXX-UNDERWEAR-Daytripper-Boxer-Brief-Fly-Navy-Heather/951031543?variantFieldId=actual_color,22.95,4.2,672,,,Clothing
THACKER Le Pouch Peekaboo Crossbody Crimson/Brushed Gold,https://www.walmart.com/ip/Women-s-Merrell-Dassie-Stitch-Buckle-Slip-On/448619150?variantFieldId=actual_color,500.00,4.4,130,Make it clear that you came to celebrate the game when you show up with the transparent snap synthetic THACKER Le Pouch Peekaboo Crossbody bag with ring handles and detachable crossbody strap.Signature logo print at front. Interior slip pocket.Imported.This product may have a manufacturer's warranty. Please visit the manufacturer's website or contact us at warranty@support.ours.com for full manufacturer warranty details.Measurements: Bottom Width: 10 in Depth: 14 in Height: 8 12 in Strap Length: 43 in Strap Drop: 21 12 in Handle Length: 8 in Handle Drop: 4 in Weight: 13.6 ozTHACKER Le Pouch Peekaboo Crossbody Crimson/Brushed Gold,,
Gant Men's Striped Neck Tie One Size Gold Yellow,https://www.walmart.com/ip/Gant-Men-s-Striped-Neck-Tie-One-Size-Gold-Yellow/102902861,27.00,,0,,,Clothing
Ray-Ban Men's Marshal RB3648-001-51 Gold Geometric Sunglasses,https://www.walmart.com/ip/Ray-Ban-Men-s-Marshal-RB3648-001-51-Gold-Geometric-Sunglasses/963657533?variantFieldId=actual_color,165.00,,0,,,Clothing
Ray-Ban RB4264 601/J0 58M Black/Blue Mirror Gold Gradient Polarized Sunglasses For Men For Women,https://www.walmart.com/ip/Ray-Ban-Men-s-Chromance-RB4264-8766O-58-Black-Rectangle-Sunglasses/100564774?variantFieldId=actual_color,215.00,,0,,,Clothing
Ray-Ban Hexagonal RB3548N-001/30-51 Gold Square Sunglasses,https://www.walmart.com/ip/Ray-Ban-Hexagonal-RB3548N-001-30-51-Gold-Square-Sunglasses/138455794?variantFieldId=actual_color,179.00,,0,,,Clothing
Eric Michael Jillian Gold,https://www.walmart.com/ip/Nike-Kids-Revolution-4-Infant-Toddler-Off-Noir-Light-Current-Blue-Blue-Force/413033828,134.95,4.8,538,,,Clothing
Stainless Steel Turtle Maori Symbol Dog Tag Keychain Circle Ring,https://www.walmart.com/ip/Stainless-Steel-Turtle-Maori-Symbol-Dog-Tag-Keychain-Circle-Ring/949385324?variantFieldId=actual_color,9.99,,0,,,Clothing
Ray-Ban RB3025 Aviator Large Metal Sunglasses,https://www.walmart.com/ip/Ray-Ban-RB3025-Aviator-Large-Metal-Sunglasses/985469337,169.00,,0,,,Clothing
Stainless Steel The Lord is My Shekherd Psalm 23:1-4 Engraved Dog Tag Keychain Keyring,https://www.walmart.com/ip/Stainless-Steel-The-Lord-is-My-Shekherd-Psalm-23-1-4-Engraved-Dog-Tag-Keychain-Keyring/983892054,19.99,,0,,,Clothing
Disney Mickey Mouse Cut Out Gold Tie Bar,https://www.walmart.com/ip/Disney-Mickey-Mouse-Cut-Out-Gold-Tie-Bar/770343723,61.49,,0,,,Clothing
Missoni U3821 Gold/Purple/Navy Blue Regimental 100% Silk Ties,https://www.walmart.com/ip/Missoni-U3821-Gold-Purple-Navy-Blue-Regimental-100-Silk-Ties/749043106,44.65,,0,,,Clothing
Jacob Alexander Solid Color Men's Bowtie and Hanky Set - Gold,https://www.walmart.com/ip/Jacob-Alexander-Solid-Color-Men-s-Bowtie-and-Hanky-Set-Fuchsia-Pink/580521409,14.95,,0,,,Clothing
Mens Solid Color Clip On Easy to Remove Clip Necktie Ties,https://www.walmart.com/ip/Mens-Solid-Color-Clip-On-Easy-to-Remove-Clip-Necktie-Ties/283655824?variantFieldId=actual_color,12.95,,0,,,Clothing
Replacement Lenses for Oakley Fives Squared Sunglasses Silver Anti-Scratch Anti-Glare UV400 by SeekOptics,https://www.walmart.com/ip/Replacement-Lenses-for-Oakley-Fives-Squared-Sunglasses-Silver-Anti-Scratch-Anti-Glare-UV400-by-SeekOptics/159392171,10.79,,0,,,Clothing
"U.S. Polo Assn. Men's 7"" Tri-Color Swim Shorts, up to Size XL",https://www.walmart.com/ip/U-S-Polo-Assn-Men-s-7-Tri-Color-Swim-Shorts-up-to-Size-XL/804794398,14.44,,0,,,Clothing
"C20-MAI-BRN-04 Maitreya Cuglog Tee, Brown, XL",https://www.walmart.com/ip/C20-MAI-BRN-04-Maitreya-Cuglog-Tee-Brown-XL/188443297,29.80,,0,,,Clothing
DECKY Men's 30S Jersey Polo Plain Cotton Slim Fit Shirt Shirts S M L XL  Brown,https://www.walmart.com/ip/DECKY-Men-s-30S-Jersey-Polo-Plain-Cotton-Slim-Fit-Shirt-Shirts-S-M-L-XL-Brown/262906967,15.95,,0,,,Clothing
Popeye The Sailor Man Cartoon Comic Character Blow Me Down Adult T-Shirt 3X,https://www.walmart.com/ip/Popeye-The-Sailor-Man-Cartoon-Comic-Character-Blow-Me-Down-Adult-T-Shirt-3X/345262978,25.94,,0,,,Clothing
Popeye The Sailor Man Cartoon Comic Character Blow Me Down  Adult T-Shirt Tee,https://www.walmart.com/ip/Popeye-The-Sailor-Man-Cartoon-Comic-Character-Blow-Me-Down-Adult-T-Shirt-Tee/184395381,24.95,,0,,,Clothing
Popeye The Sailor Man Cartoon Comic Character Blow Me Down Adult T-Shirt 4X,https://www.walmart.com/ip/Popeye-The-Sailor-Man-Cartoon-Comic-Character-Blow-Me-Down-Adult-T-Shirt-4X/475292895,25.95,,0,,,Clothing
Sean John Mens Tiger Athletic Sweatshirt,https://www.walmart.com/ip/Sean-John-Mens-Tiger-Athletic-Sweatshirt/345970145,39.99,,0,,,Clothing
Sean John Mens Logo Button Up Dress Shirt,https://www.walmart.com/ip/Sean-John-Mens-Logo-Button-Up-Dress-Shirt/950554793,40.39,,0,,,Clothing
Sean John Mens Chevron Pullover Sweater,https://www.walmart.com/ip/Sean-John-Mens-Chevron-Pullover-Sweater/274934286,49.80,,0,,,Clothing
Sean John Mens Large Faux Suede 1/2 Zip Sweater,https://www.walmart.com/ip/Sean-John-Mens-Large-Faux-Suede-1-2-Zip-Sweater/960055770,49.80,,0,,,Clothing
Sean John Mens Linen Blend Suit Separates Sportcoat,https://www.walmart.com/ip/Sean-John-Mens-Linen-Blend-Suit-Separates-Sportcoat-Ivory-50R/237298515,23.99,,0,,,Clothing
Sean John Mens Textured Pullover Sweater,https://www.walmart.com/ip/Sean-John-Mens-Textured-Pullover-Sweater/208194748,38.80,,0,,,Clothing
Mens Mixed Media Textured Turtleneck Sweater,https://www.walmart.com/ip/Mens-Mixed-Media-Textured-Turtleneck-Sweater/330818761,38.65,,0,,,Clothing
Sean John Mens Colorblocked Knit Sweater,https://www.walmart.com/ip/Sean-John-Mens-Colorblocked-Knit-Sweater/373897702,38.11,,0,,,Clothing
Sean John Mens Big & Tall Fleece Puff Daddy Crew Sweatshirt White 3XL,https://www.walmart.com/ip/Sean-John-Mens-Big-Tall-Fleece-Puff-Daddy-Crew-Sweatshirt-White-3XL/771182764,41.93,,0,,,Clothing
"Dickies Mens 11"" Relaxed Fit Lightweight Ripstop Cargo Short",https://www.walmart.com/ip/Dickies-Mens-11-Relaxed-Fit-Lightweight-Ripstop-Cargo-Short/197954592?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:NCB5qW_7kwn6qPo0JcCytuA2JBukEgfAdpukD7RLvc5IYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUAxD-c36RejsdvYE7y0ZdS1rnn2fpjFySSf9A90RBRp4n3aFZCMVRxXNGYPCn89XFvToPEZg33dU94g9smImiLmwyMka5ja4BrrL-NvBupQA9lNjY_3WoYkVJIUxhnI3EXQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=1&wpa_plmt=__plmt__&wpa_aduid=__aduid__,27.99,4.5,238,,,Clothing
