title,url,price,avg_review,num_reviews,desc_text,desc_list,prod_category
onn. 50-inch Tripod,https://www.walmart.com/ip/onn-50-inch-Tripod/682019908,18.87,3.3,31,"Pics or it didn't happen! Take your selfie game to the next level or capture the best shots of your team in action with our 50-inch Tripod. The mount attachment fits most small compact cameras, GoPro cameras and smartphones, making it a versatile, must-have for any selfie or action enthusiast. Take as many pics as you want. . . these legs never get tired! Focus onn.","Adjustable height: extends 15.75"" to 50"",Mounts most small compact cameras, smartphones & GoPro cameras,Swivel head,Bubble-level,Non-slip rubber feet,Supports up to 4.4 lbs,Weighs 1.1 lbs,Leg braces for added stability,What's in the box? 1 Tripod, 1 Quick-Release Mounting Plate, 1 GoPro Mount & 1 Smartphone Adapter",Electronics
Fujifilm Instax Mini Rainbow Instant Film Pack,https://www.walmart.com/ip/Fujifilm-Instax-Mini-Rainbow-Instant-Film-Pack/43745776,7.98,4.5,114,Fujifilm Instax Mini Rainbow Instant Film PackFuji Instax Mini Rainbow Film - 10 count,,Electronics
"Lightning to SD Card Camera Reader, Certified Tail Camera Card Reader for Hunting for Apple iPhone / iPad (UPGRADED VERSION) - White",https://www.walmart.com/ip/Lightning-to-SD-Card-Camera-Reader-Certified-Tail-Camera-Card-Reader-for-Hunting-for-Apple-iPhone-iPad-UPGRADED-VERSION-White/949442816?wpa_bd=&wpa_pg_seller_id=BF8E4CE3B2E4435C87D41B2BE9942FB9&wpa_ref_id=wpaqs:BB6KL3GWGCiClHFpP8a4HDuNYb0xeQAwwmlulSEPAwcTykKhR7pW0aTHCZYoxVMl-r8V2J53IX8mQ6OWGlYkWZweHVGHa2-pWqVh4Ym8L6WPCdSdeMCUGDZwwpA0FEts3aFZCMVRxXNGYPCn89XFvVZpxChji9eHtgdxMJKBOnEK3WlzniKW61TDbacnVYc1lNjY_3WoYkVJIUxhnI3EXQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=1&wpa_plmt=__plmt__&wpa_aduid=__aduid__,14.99,3.8,20,"✔UPGRADED COMPATIBILITY: SD Card Reader Adapter Compatible with ALL iPhone and iPad Devices with iOS 9.2 and Up. Used for Dash Camera, Home Camera, Sport Camera, Unmanned Aerial Vehicle, ETC.","✔UPGRADED COMPATIBILITY: SD Card Reader Adapter Compatible with ALL iPhone and iPad Devices with iOS 9.2 and Up. Used for Dash Camera, Home Camera, Sport Camera, Unmanned Aerial Vehicle, ETC.,✔SUPPORTED CAPACITY: Support Secure Digital (Standard SD and SDHC), Support the Memory Cards Capacity Less than 64GB (Does Not Include SD Card) Note: Do NOT support Wi-Fi SD card and SONY High Speed SD Card.,✔PLUG & PLAY: Don't Require any Additional Driver or App, Easily Connect the SD Card Adapter to your iPhone / iPad Device, Wait for About 5-10 Seconds, it will Read Photo and Video Automatically!,✔FAST DATA TRANSFER SPEED: 14MB/S ~ 16MB/S - USB 2.0 Speed ; Simple way to Copy Photos and Video to Camera in a Short Time, Easier then WiFi Transfer.,✔WARRANTY AND SERVICES: 30-Day Return & 1-Year Replacement Warranty and Life-Time Technical Support. Buy this Lightning to SD Card Camera Reader with Confidence; it's Absolutely Risk Free !",Electronics
"Girl or Boy Photo Booth Backdrop, Photography Background in Twinkle Little Star Theme for Gender Reveal Party Supplies and Decorations, 7 x 5 feet",https://www.walmart.com/ip/Girl-or-Boy-Photo-Booth-Backdrop-Photography-Background-in-Twinkle-Little-Star-Theme-for-Gender-Reveal-Party-Supplies-and-Decorations-7-x-5-feet/832050407,13.99,,0,Package Includes,"Gender Reveal Photo Booth Backdrop Girl Boy Twinkle Star Party Decorations 5x7ft x 1,Gender Reveal Photobooth Backdrop, Twinkle Twinkle Little Star (5 x 7 ft.),GENDER REVEAL BACKDROP: Add some fun to your party decorations and photo taking with this ""Girl or Boy? Twinkle Twinkle Little Star How We Wonder What You Are"" gender reveal backdrop,HIGH QUALITY: Made of 100 percent polyester plastic and themed backdrop measures approximately 5 x 7 feet,WHAT’S INSIDE: Comes with 1 gender reveal backdrop per pack,WHAT’S INSIDE: Comes with 1 gender reveal backdrop per pack,This multicolor background makes taking photos all the more fun and cheerful. The sturdy plastic backdrop is made of thick material. Perfect for a gender reveal party, and studio shoots, the backdrop doesn't have any hanging accessories.,Product names are trademark of listed manufacturer or other owners, and are not trademarks of eForCity Corp. The manufacturer does not necessarily endorse use of these products.,GENDER REVEAL BACKDROP: Add some fun to your party decorations and photo taking with this ""Girl or Boy? Twinkle Twinkle Little Star How We Wonder What You Are"" gender reveal backdrop,HIGH QUALITY: Made of 100 percent polyester plastic and themed backdrop measures approximately 5 x 7 feet,WHAT’S INSIDE: Comes with 1 gender reveal backdrop per pack",Electronics
10.2 Selfie Ring Light w/ Tripod Stand & Phone Holder 3 Modes 10 Brightness Level 120 LED Bulbs Dimmable Selfie Ringlight for Live Stream Makeup YouTube Video Photography Shooting,https://www.walmart.com/ip/10-2-Selfie-Ring-Light-w-Tripod-Stand-Phone-Holder-3-Modes-10-Brightness-Level-120-LED-Bulbs-Dimmable-Ringlight-Live-Stream-Makeup-YouTube-Video-Phot/310698996?wpa_bd=&wpa_pg_seller_id=D762F4FFE6244B77B328071EF83777E8&wpa_ref_id=wpaqs:7UQ5lbSjeCAot5VSPZFcMYTNJOMreMr7Ob7gAE5ZgDV6WDYZHC2K9tBAeQ-YUCWONopPheI4m0lqXxYUbY15vfhjM9RjhtXzMFAy6raP_9vQSb0_Iq6A7pfiz_qvThDN3aFZCMVRxXNGYPCn89XFvVZpxChji9eHtgdxMJKBOnEK3WlzniKW61TDbacnVYc1lNjY_3WoYkVJIUxhnI3EXQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=5&wpa_plmt=__plmt__&wpa_aduid=__aduid__,39.99,4.6,47,,,Home
"Digipower Super Star Essential Vlogging Kit, with LED Light, Microphone, Tripod and Mount",https://www.walmart.com/ip/Digipower-Super-Star-Essential-Vlogging-Kit-with-LED-Light-Microphone-Tripod-and-Mount/407042062,34.50,3.7,44,"Create podcasts, Youtube videos and all things social media with this 5pc essentials blogging kit. The kit includes a microphone, light, bracket and tripod with a smartphone mount which fits all phone sizes and cameras.","Compact LED Video light provides elite lighting with 45 degrees of illumination,The angle bracket serves as a stabelizer and lets you mount all your accessories at once, from you light, mic, phone a combination or all of them at the same time,Smartphone Mount: The mount works 100% for samller to newer, larger phones",Cell Phones
Scoop Women’s Floral Print Dress with Asymmetric Ruffled Hem,https://www.walmart.com/ip/Scoop-Women-s-Floral-Print-Dress-with-Asymmetric-Ruffled-Hem/712452287,49.00,,0,,,Clothing
Eddie Bauer First Ascent Men's Microtherm 2.0 Stormdown Jacket,https://www.walmart.com/ip/Eddie-Bauer-First-Ascent-Men-s-Microtherm-2-0-Stormdown-Jacket/852925272,137.40,4.1,703,,,Clothing
"Best Choice Products Set of 72 Shatterproof Handcrafted Assorted Hanging Christmas Ornaments w/ Embossed Glitter Design, Gold",https://www.walmart.com/ip/Best-Choice-Products-Set-of-72-Shatterproof-Handcrafted-Assorted-Hanging-Christmas-Ornaments-w-Embossed-Glitter-Design-Gold/409363830,24.99,4.7,64,,,Home
"Fruit of the Loom Women's Heather Hi-Cut, 10 Pack",https://www.walmart.com/ip/Fruit-of-the-Loom-Women-s-Heather-Hi-Cut-10-Pack/105167854,14.48,4.4,257,,,Clothing
"Women's Strappy Sports Bra, Style 9036, 3-Pack",https://www.walmart.com/ip/Women-s-Strappy-Sports-Bra-Style-9036-3-Pack/5664166,12.94,4.5,1131,,,Clothing
Fruit of the Loom Women's Athleisure Essentials Soft Elbow Length V-Neck T-Shirt,https://www.walmart.com/ip/Fruit-of-the-Loom-Women-s-Athleisure-Essentials-Soft-Elbow-Length-V-Neck-T-Shirt/702932963,8.50,4.3,207,,,Clothing
Chanel Large Over-Sized CC Earring Logo Vintage Gold Clip 97p 2ca511,https://www.walmart.com/ip/Chanel-Large-Over-Sized-CC-Earring-Logo-Vintage-Gold-Clip-97p-2ca511/939139790,359.10,,0,,,Jewelry
"KitchenAid Pro KP26M1XFL 600 Series 6 Quart Bowl-Lift Stand Mixer, Matte Fresh Linen - Closeout",https://www.walmart.com/ip/KitchenAid-Pro-KP26M1XFL-600-Series-6-Quart-Bowl-Lift-Stand-Mixer-Matte-Fresh-Linen-Closeout/936280972,279.99,4.7,7095,,,Home
Best Choice Products 6ft Pre-Lit Snow Flocked Artificial Christmas Pine Tree Holiday Decor w/ 250 Warm White Lights,https://www.walmart.com/ip/Best-Choice-Products-6ft-Pre-Lit-Snow-Flocked-Artificial-Christmas-Pine-Tree-Holiday-Decor-w-250-Warm-White-Lights/733093410,119.99,4.3,187,,,Home
Gymax  6' PVC Artificial Christmas Tree Holiday Decor Slim Pencil Tree Metal Stand,https://www.walmart.com/ip/Gymax-6-PVC-Artificial-Christmas-Tree-Holiday-Decor-Slim-Pencil-Tree-Metal-Stand/720477344?wpa_bd=&wpa_pg_seller_id=C5EB76CB80CC4185A2F22BF678B36649&wpa_ref_id=wpaqs:kSY69Tk_Y4IEPTk0QFPzjrJ8YyBD_pM8l8dYhj7fVc-BTsbE8y3bZwml6PsN6VMc4LAsWij6Dgk2tyRqeA8tVG_TqXFGAMDLZfGB0Yd5oqIRUBjvjcuotc5zvFujDFGPitDTx4Hk3-mn9BV2fxygt1kLam3XYNTd0Vdhzf84xHWfyAN6wiQzuBa3FlvB7_GezvutgEcxFvKSYet36H1sSQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=3&wpa_plmt=__plmt__&wpa_aduid=__aduid__,39.99,,0,,,Home
Black & Red Oversized Plaid Blanket Scarf,https://www.walmart.com/ip/Black-Red-Oversized-Plaid-Blanket-Scarf/908363880,15.99,,0,,,Clothing
12-Pack Paisley Print Bandanas,https://www.walmart.com/ip/12-Pack-Paisley-Print-Bandanas/605882052,14.99,3.1,48,,,Clothing
Daisy Rose Tri-fold Checkered Wallet - RFID Blocking with Card Holder Organizer -PU Vegan Leather - Black,https://www.walmart.com/ip/Daisy-Rose-Tri-fold-Checkered-Wallet-RFID-Blocking-with-Card-Holder-Organizer-PU-Vegan-Leather-Black/718929080?wpa_bd=&wpa_pg_seller_id=15476C2FC9774E2F90084DD32D43BDB4&wpa_ref_id=wpaqs:FyyCOQxrdmxD75rKVWLohqsi9V_3Y9Un7NgE19AK2CrfDCy_SN8mhR2JrvXX8lD2VpDkBmFuaP8cennUyU-HP4CfcV2aSmI1_TQTVKPHJ2tBbPemicL7dQg0ef_xLKueitDTx4Hk3-mn9BV2fxygt1kLam3XYNTd0Vdhzf84xHU4wGJsiTNPjVYauux_sJPKzvutgEcxFvKSYet36H1sSQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=2&wpa_plmt=__plmt__&wpa_aduid=__aduid__,17.78,4.8,16,,,Clothing
"RESPAWN 110 Racing Style Gaming Chair, Reclining Ergonomic Leather Chair with Footrest, in Gray (RSP-110-GRY)",https://www.walmart.com/ip/RESPAWN-110-Racing-Style-Gaming-Chair-Reclining-Ergonomic-Leather-Chair-with-Footrest-in-Gray-RSP-110-GRY/443350037,215.00,4.4,1014,,,Home
X Rocker Pro 200 Gaming Chair Rocker with Sound Enhancement Features,https://www.walmart.com/ip/X-Rocker-Pro-200-Gaming-Chair-Rocker-with-Sound-Enhancement-Features/5700301,89.00,4.4,192,,,Home
"Urban Shop Swivel Mesh Office Chair, Multiple Colors",https://www.walmart.com/ip/Urban-Shop-Swivel-Mesh-Office-Chair-Multiple-Colors/55728572,38.57,4.3,2329,,,Home
"Mainstays Multi-Purpose Organizer Task Lamp, Black",https://www.walmart.com/ip/Mainstays-Multi-Purpose-Organizer-Task-Lamp-Black/257971770,14.94,4.6,68,,,Home
"Your Zone 3D Plush Figural Pillow, Dinosaur",https://www.walmart.com/ip/Your-Zone-3D-Plush-Figural-Pillow-Dinosaur/945422396,9.96,4.8,58,,,Home
"Pixie Fox Single Shower Curtain Purple/Pink 72"" x 72""",https://www.walmart.com/ip/Pixie-Fox-Single-Shower-Curtain-Purple-Pink-72-x-72/513607084,24.99,,0,,,Home
Impressions Hardy Indoor Modern Geometric Area Rug or Runner Rugs,https://www.walmart.com/ip/Impressions-Hardy-Indoor-Modern-Geometric-Area-Rug-or-Runner-Rugs/685421739?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:RCmeV-jE6y4BV0TAtZ8I7AW8AMIawVO7Egl4r0NxQD9IYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUA_c9tm1CTq59O-_JtmFwZh4Z0iKbFEuey_KHoaagtpV-3aFZCMVRxXNGYPCn89XFvVZpxChji9eHtgdxMJKBOnFhCaRfAteW-7eJxDJpoXQtlNjY_3WoYkVJIUxhnI3EXQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=1&wpa_plmt=__plmt__&wpa_aduid=__aduid__,94.99,4.6,157,,,Home
Star Wars: The Mandalorian Baby Yoda Pillow Buddy,https://www.walmart.com/ip/Star-Wars-The-Mandalorian-Baby-Yoda-Pillow-Buddy/738403227?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:Nd2qtM80mhC38Kn7MgJy4MY9EjamIOVUrMah9X6MOcabOMUedwKb2Pd3XgJcLhgAgQSJ6odAn4kKNkJmVifRIL_Wx5ZEbehMmuvSf4fTvTvgZBUpYKAwP5cTQ_A_fIwfitDTx4Hk3-mn9BV2fxygt1kLam3XYNTd0Vdhzf84xHUiokjzXFadw1Zk89Z1Y0y1zvutgEcxFvKSYet36H1sSQ&wpa_tag=__tag__&wpa_aux_info=__aux_info__&wpa_pos=2&wpa_plmt=__plmt__&wpa_aduid=__aduid__,15.96,4.8,47,,,Home
"9 Liquid Dye Colorant Set for Soap Coloring, Bath Bomb Making - Plum, Brown, lemon, Black, Rose, Peach, Turquoise, Wine, and Green (10 ml Each color)",https://www.walmart.com/ip/9-Liquid-Dye-Colorant-Set-for-Soap-Coloring-Bath-Bomb-Making-Plum-Brown-lemon-Black-Rose-Peach-Turquoise-Wine-and-Green-10-ml-Each-color/298528353,11.15,,0,"Better Crafts Soap Dyes Set are of premium quality with vibrant array of colors. Just add a few drops and transform simple soaps, bath bombs, salt/sugar Scrubs, lotions, or Shampoo into appealing ones! Could also be softly swirled for a marble or tie- dye effect. For best results use with soaps. With Better Crafts Soap Dyes Set possibilities for creativity in soap making are endless!Note: Each bottle contains 0.338 oz.",,Arts Crafts & Sewing
"Jillibean Soup 12"" x 12"" Mix the Media Weathered White Wooden Plank, 1 Each",https://www.walmart.com/ip/Jillibean-Soup-12-x-12-Mix-the-Media-Weathered-White-Wooden-Plank-1-Each/52625157,10.97,4.8,12,"Jillibean Soup 12"" x 12"" Mix the Media Wheathered White Wooden Plank: Weathered White. Paint it, stencil it, embellish it! Wood planks make great mixed media pieces to coordinate with rustic, industrial or modern decor. This package contains one 12x12x1-7/8 inch wooden plank with a jute string. Imported.Jillibean Soup 12"" x 12"" Mix the Media Wheathered White Wooden Plank, 1 Each",,Arts Crafts & Sewing
"12PCS Iron On Patches, Denim Patches for Jeans, Jean patches, Clothes Patch",https://www.walmart.com/ip/12PCS-Iron-On-Patches-Denim-Patches-for-Jeans-Jean-patches-Clothes-Patch/246455243,7.99,3.6,25,"The next time there's a hole or tear in your jeans, fix them in the comfort of your own home with these Iron-On Denim Patches. They're easy to use and apply, as no sewing is required, allowing you to quickly repair your jeans and have them looking beautiful again. These denim patches for jeans can also be decorated or die-cut to your liking and also to fit the garment you're applying them to. They're made of 100 percent cotton and are ideal for tears and rips that occur in the inner thighs or at the knees. Each pack includes a dozen of these Iron-On Denim Patches.","Material: 100% cotton,Size: 4.9"" X 3.7"",No sewing required, this patch can be decorated or die-cut and applied to most fabrics (Not recommended for use on nylon, or rayon),Ideal jean patches for inner thighs,Nice patches to repair jeans, knee patches for kids' pants,12 iron-on patches for clothes per pack",Arts Crafts & Sewing
Efavormart 500pcs Artifical Real Looking Rose Petals for Wedding Aisle Party Favor Jewelry Candy Sheer Flower Decoration,https://www.walmart.com/ip/Efavormart-500pcs-Artifical-Real-Looking-Rose-Petals-for-Wedding-Aisle-Party-Favor-Jewelry-Candy-Sheer-Flower-Decoration/865726613,2.99,4.3,29,,,Home
